Video ID,Top 5 Topics
-TeeIEh2IE8,"[(0.157, ['""[today, ad, welcomed, tennis, grand, slam, singles, title, winner, tour, stunning, new, home, north, sister, venus, husband, alexis, ohanian, made, stylish, new, home, eclectic, artwork, trophy, home, could, belong, someone, multifaceted, accomplished, moving, away, venus, first, time, wanted, mixing, family, business, secret, success, siblings, know, good, playing, good, able, learn, watching, select, artwork, kaws, estudio, campana, kaws, chair, pink, plush, stainless, cumaru, wood, x, x, inches, radcliffe, monument, trunk, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, astro, mixed, media, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, leonardo, number, leonardo, courtesy, galerie, lelong, art, kracov, courtesy, eden, shop, home, queen, court, overview, change, earth, hardcover, benjamin, timothy, tlc, respawn, racing, style, gaming, chair, urban, outfitters, kayla, oval, mirrored, inbox, zero, home, office, ergonomic, mesh, task, chair, metallic, hand, sculpture, table, decor, statues, cdbl, solid, wood, dining, chair, vintage, collection, red, oil, popcorn, machine, cart, pottery, barn, reed, upholstered, swivel, armchair, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, new, home, trophy, room, art, gallery, open, door, architectural, digest]""', '""love""', '""house""', '""door""', '""know""', '""trophies""', '""room""', '""wow""', '""nepal""', '""queen""']), (0.125, ['""[today, ad, welcomed, tennis, grand, slam, singles, title, winner, tour, stunning, new, home, north, sister, venus, husband, alexis, ohanian, made, stylish, new, home, eclectic, artwork, trophy, home, could, belong, someone, multifaceted, accomplished, moving, away, venus, first, time, wanted, mixing, family, business, secret, success, siblings, know, good, playing, good, able, learn, watching, select, artwork, kaws, estudio, campana, kaws, chair, pink, plush, stainless, cumaru, wood, x, x, inches, radcliffe, monument, trunk, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, astro, mixed, media, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, leonardo, number, leonardo, courtesy, galerie, lelong, art, kracov, courtesy, eden, shop, home, queen, court, overview, change, earth, hardcover, benjamin, timothy, tlc, respawn, racing, style, gaming, chair, urban, outfitters, kayla, oval, mirrored, inbox, zero, home, office, ergonomic, mesh, task, chair, metallic, hand, sculpture, table, decor, statues, cdbl, solid, wood, dining, chair, vintage, collection, red, oil, popcorn, machine, cart, pottery, barn, reed, upholstered, swivel, armchair, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, new, home, trophy, room, art, gallery, open, door, architectural, digest]""', '""beautiful""', '""many""', '""cool""', '""nice""', '""trophies""', '""magazine""', '""times""', '""remember""', '""unique""']), (0.118, ['""[today, ad, welcomed, tennis, grand, slam, singles, title, winner, tour, stunning, new, home, north, sister, venus, husband, alexis, ohanian, made, stylish, new, home, eclectic, artwork, trophy, home, could, belong, someone, multifaceted, accomplished, moving, away, venus, first, time, wanted, mixing, family, business, secret, success, siblings, know, good, playing, good, able, learn, watching, select, artwork, kaws, estudio, campana, kaws, chair, pink, plush, stainless, cumaru, wood, x, x, inches, radcliffe, monument, trunk, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, astro, mixed, media, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, leonardo, number, leonardo, courtesy, galerie, lelong, art, kracov, courtesy, eden, shop, home, queen, court, overview, change, earth, hardcover, benjamin, timothy, tlc, respawn, racing, style, gaming, chair, urban, outfitters, kayla, oval, mirrored, inbox, zero, home, office, ergonomic, mesh, task, chair, metallic, hand, sculpture, table, decor, statues, cdbl, solid, wood, dining, chair, vintage, collection, red, oil, popcorn, machine, cart, pottery, barn, reed, upholstered, swivel, armchair, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, new, home, trophy, room, art, gallery, open, door, architectural, digest]""', '""place""', '""keep""', '""second""', '""trophies""', '""love""', '""trophy""', '""body""', '""trash""', '""one""']), (0.115, ['""[today, ad, welcomed, tennis, grand, slam, singles, title, winner, tour, stunning, new, home, north, sister, venus, husband, alexis, ohanian, made, stylish, new, home, eclectic, artwork, trophy, home, could, belong, someone, multifaceted, accomplished, moving, away, venus, first, time, wanted, mixing, family, business, secret, success, siblings, know, good, playing, good, able, learn, watching, select, artwork, kaws, estudio, campana, kaws, chair, pink, plush, stainless, cumaru, wood, x, x, inches, radcliffe, monument, trunk, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, astro, mixed, media, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, leonardo, number, leonardo, courtesy, galerie, lelong, art, kracov, courtesy, eden, shop, home, queen, court, overview, change, earth, hardcover, benjamin, timothy, tlc, respawn, racing, style, gaming, chair, urban, outfitters, kayla, oval, mirrored, inbox, zero, home, office, ergonomic, mesh, task, chair, metallic, hand, sculpture, table, decor, statues, cdbl, solid, wood, dining, chair, vintage, collection, red, oil, popcorn, machine, cart, pottery, barn, reed, upholstered, swivel, armchair, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, new, home, trophy, room, art, gallery, open, door, architectural, digest]""', '""home""', '""house""', '""art""', '""love""', '""like""', '""beautiful""', '""gallery""', '""room""', '""see""']), (0.114, ['""[today, ad, welcomed, tennis, grand, slam, singles, title, winner, tour, stunning, new, home, north, sister, venus, husband, alexis, ohanian, made, stylish, new, home, eclectic, artwork, trophy, home, could, belong, someone, multifaceted, accomplished, moving, away, venus, first, time, wanted, mixing, family, business, secret, success, siblings, know, good, playing, good, able, learn, watching, select, artwork, kaws, estudio, campana, kaws, chair, pink, plush, stainless, cumaru, wood, x, x, inches, radcliffe, monument, trunk, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, astro, mixed, media, x, x, inches, radcliffe, courtesy, artist, jack, shainman, new, leonardo, number, leonardo, courtesy, galerie, lelong, art, kracov, courtesy, eden, shop, home, queen, court, overview, change, earth, hardcover, benjamin, timothy, tlc, respawn, racing, style, gaming, chair, urban, outfitters, kayla, oval, mirrored, inbox, zero, home, office, ergonomic, mesh, task, chair, metallic, hand, sculpture, table, decor, statues, cdbl, solid, wood, dining, chair, vintage, collection, red, oil, popcorn, machine, cart, pottery, barn, reed, upholstered, swivel, armchair, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, new, home, trophy, room, art, gallery, open, door, architectural, digest]""', '""like""', '""home""', '""looks""', '""house""', '""museum""', '""chair""', '""cold""', '""feel""', '""elmo""'])]"
-zkOLKMiX9c,"[(0.152, ['""[today, architectural, digest, welcomed, nashville, tour, serene, purchased, property, time, significant, change, setting, recalibrate, entire, feel, inside, alongside, interior, designer, lindsay, wanted, place, felt, like, could, express, without, think, another, person, might, felt, like, new, see, home, print, fuentes, shop, pieces, inspired, nashville, house, filled, crystals, disco, balls, good, well, meaningful, favorite, prada, marfa, print, boy, smells, candle, selenite, crystal, kalifano, angel, aura, quartz, apophyllite, crystal, boy, smells, x, slow, burn, scented, x, kristen, giorgi, la, prada, marfa, haley, edie, parker, custom, initials, tabletop, mirror, disco, moments, around, home, greenery, shapes, artificial, cherry, blossom, dwarf, jade, bonsai, tree, french, blue, scotch, mini, faux, ferns, ceramic, pots, sill, button, sill, plant, parent, pampas, knows, one, way, play, texture, eclectic, mix, like, cheeky, hand, chair, modern, boucle, white, wooden, hand, lulu, georgia, palm, accent, boucle, stature, ivory, dining, anthropologie, velvet, hagen, dining, ivory, round, chinese, japanese, paper, pottery, barn, daybed, big, green, egg, egg, collection, fan, homemade, serene, art, studio, multi, fierce, tiger, wool, dragon, elm, texttime, black, natural, straw, jysdcxc, paint, drawing, painting, horses, alison, composing, acrylics, hardcover, serge, liquitex, tube, acrylic, paint, fill, collection, vinyl, records, coffee, table, books, seen, music, farrow, ball, dead, mercedes, sosa, simon, garfunkel, sounds, silence, charley, pride, best, charley, pride, volume, make, feel, mitchell, hardcover, wes, anderson, grand, budapest, hotel, hardcover, matt, zoller, anne, wes, greco, art, design, luke, edward, hall, hardcover, luke, edward, elm, round, lush, velvet, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best]""', '""love""', '""home""', '""beautiful""', '""like""', '""house""', '""lovely""', '""woman""', '""vibe""', '""body""']), (0.124, ['""[today, architectural, digest, welcomed, nashville, tour, serene, purchased, property, time, significant, change, setting, recalibrate, entire, feel, inside, alongside, interior, designer, lindsay, wanted, place, felt, like, could, express, without, think, another, person, might, felt, like, new, see, home, print, fuentes, shop, pieces, inspired, nashville, house, filled, crystals, disco, balls, good, well, meaningful, favorite, prada, marfa, print, boy, smells, candle, selenite, crystal, kalifano, angel, aura, quartz, apophyllite, crystal, boy, smells, x, slow, burn, scented, x, kristen, giorgi, la, prada, marfa, haley, edie, parker, custom, initials, tabletop, mirror, disco, moments, around, home, greenery, shapes, artificial, cherry, blossom, dwarf, jade, bonsai, tree, french, blue, scotch, mini, faux, ferns, ceramic, pots, sill, button, sill, plant, parent, pampas, knows, one, way, play, texture, eclectic, mix, like, cheeky, hand, chair, modern, boucle, white, wooden, hand, lulu, georgia, palm, accent, boucle, stature, ivory, dining, anthropologie, velvet, hagen, dining, ivory, round, chinese, japanese, paper, pottery, barn, daybed, big, green, egg, egg, collection, fan, homemade, serene, art, studio, multi, fierce, tiger, wool, dragon, elm, texttime, black, natural, straw, jysdcxc, paint, drawing, painting, horses, alison, composing, acrylics, hardcover, serge, liquitex, tube, acrylic, paint, fill, collection, vinyl, records, coffee, table, books, seen, music, farrow, ball, dead, mercedes, sosa, simon, garfunkel, sounds, silence, charley, pride, best, charley, pride, volume, make, feel, mitchell, hardcover, wes, anderson, grand, budapest, hotel, hardcover, matt, zoller, anne, wes, greco, art, design, luke, edward, hall, hardcover, luke, edward, elm, round, lush, velvet, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best]""', '""house""', '""love""', '""like""', '""white""', '""nice""', '""everything""', '""home""', '""beautiful""', '""taste""']), (0.117, ['""[today, architectural, digest, welcomed, nashville, tour, serene, purchased, property, time, significant, change, setting, recalibrate, entire, feel, inside, alongside, interior, designer, lindsay, wanted, place, felt, like, could, express, without, think, another, person, might, felt, like, new, see, home, print, fuentes, shop, pieces, inspired, nashville, house, filled, crystals, disco, balls, good, well, meaningful, favorite, prada, marfa, print, boy, smells, candle, selenite, crystal, kalifano, angel, aura, quartz, apophyllite, crystal, boy, smells, x, slow, burn, scented, x, kristen, giorgi, la, prada, marfa, haley, edie, parker, custom, initials, tabletop, mirror, disco, moments, around, home, greenery, shapes, artificial, cherry, blossom, dwarf, jade, bonsai, tree, french, blue, scotch, mini, faux, ferns, ceramic, pots, sill, button, sill, plant, parent, pampas, knows, one, way, play, texture, eclectic, mix, like, cheeky, hand, chair, modern, boucle, white, wooden, hand, lulu, georgia, palm, accent, boucle, stature, ivory, dining, anthropologie, velvet, hagen, dining, ivory, round, chinese, japanese, paper, pottery, barn, daybed, big, green, egg, egg, collection, fan, homemade, serene, art, studio, multi, fierce, tiger, wool, dragon, elm, texttime, black, natural, straw, jysdcxc, paint, drawing, painting, horses, alison, composing, acrylics, hardcover, serge, liquitex, tube, acrylic, paint, fill, collection, vinyl, records, coffee, table, books, seen, music, farrow, ball, dead, mercedes, sosa, simon, garfunkel, sounds, silence, charley, pride, best, charley, pride, volume, make, feel, mitchell, hardcover, wes, anderson, grand, budapest, hotel, hardcover, matt, zoller, anne, wes, greco, art, design, luke, edward, hall, hardcover, luke, edward, elm, round, lush, velvet, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best]""', '""like""', '""love""', '""old""', '""lol""', '""much""', '""home""', '""would""', '""people""', '""beautiful""']), (0.109, ['""[today, architectural, digest, welcomed, nashville, tour, serene, purchased, property, time, significant, change, setting, recalibrate, entire, feel, inside, alongside, interior, designer, lindsay, wanted, place, felt, like, could, express, without, think, another, person, might, felt, like, new, see, home, print, fuentes, shop, pieces, inspired, nashville, house, filled, crystals, disco, balls, good, well, meaningful, favorite, prada, marfa, print, boy, smells, candle, selenite, crystal, kalifano, angel, aura, quartz, apophyllite, crystal, boy, smells, x, slow, burn, scented, x, kristen, giorgi, la, prada, marfa, haley, edie, parker, custom, initials, tabletop, mirror, disco, moments, around, home, greenery, shapes, artificial, cherry, blossom, dwarf, jade, bonsai, tree, french, blue, scotch, mini, faux, ferns, ceramic, pots, sill, button, sill, plant, parent, pampas, knows, one, way, play, texture, eclectic, mix, like, cheeky, hand, chair, modern, boucle, white, wooden, hand, lulu, georgia, palm, accent, boucle, stature, ivory, dining, anthropologie, velvet, hagen, dining, ivory, round, chinese, japanese, paper, pottery, barn, daybed, big, green, egg, egg, collection, fan, homemade, serene, art, studio, multi, fierce, tiger, wool, dragon, elm, texttime, black, natural, straw, jysdcxc, paint, drawing, painting, horses, alison, composing, acrylics, hardcover, serge, liquitex, tube, acrylic, paint, fill, collection, vinyl, records, coffee, table, books, seen, music, farrow, ball, dead, mercedes, sosa, simon, garfunkel, sounds, silence, charley, pride, best, charley, pride, volume, make, feel, mitchell, hardcover, wes, anderson, grand, budapest, hotel, hardcover, matt, zoller, anne, wes, greco, art, design, luke, edward, hall, hardcover, luke, edward, elm, round, lush, velvet, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best]""', '""house""', '""like""', '""love""', '""beautiful""', '""amazing""', '""room""', '""art""', '""cool""', '""people""']), (0.085, ['""[today, architectural, digest, welcomed, nashville, tour, serene, purchased, property, time, significant, change, setting, recalibrate, entire, feel, inside, alongside, interior, designer, lindsay, wanted, place, felt, like, could, express, without, think, another, person, might, felt, like, new, see, home, print, fuentes, shop, pieces, inspired, nashville, house, filled, crystals, disco, balls, good, well, meaningful, favorite, prada, marfa, print, boy, smells, candle, selenite, crystal, kalifano, angel, aura, quartz, apophyllite, crystal, boy, smells, x, slow, burn, scented, x, kristen, giorgi, la, prada, marfa, haley, edie, parker, custom, initials, tabletop, mirror, disco, moments, around, home, greenery, shapes, artificial, cherry, blossom, dwarf, jade, bonsai, tree, french, blue, scotch, mini, faux, ferns, ceramic, pots, sill, button, sill, plant, parent, pampas, knows, one, way, play, texture, eclectic, mix, like, cheeky, hand, chair, modern, boucle, white, wooden, hand, lulu, georgia, palm, accent, boucle, stature, ivory, dining, anthropologie, velvet, hagen, dining, ivory, round, chinese, japanese, paper, pottery, barn, daybed, big, green, egg, egg, collection, fan, homemade, serene, art, studio, multi, fierce, tiger, wool, dragon, elm, texttime, black, natural, straw, jysdcxc, paint, drawing, painting, horses, alison, composing, acrylics, hardcover, serge, liquitex, tube, acrylic, paint, fill, collection, vinyl, records, coffee, table, books, seen, music, farrow, ball, dead, mercedes, sosa, simon, garfunkel, sounds, silence, charley, pride, best, charley, pride, volume, make, feel, mitchell, hardcover, wes, anderson, grand, budapest, hotel, hardcover, matt, zoller, anne, wes, greco, art, design, luke, edward, hall, hardcover, luke, edward, elm, round, lush, velvet, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best]""', '""house""', '""home""', '""love""', '""absolutely""', '""art""', '""omg""', '""like""', '""see""', '""pepper""'])]"
0K9eZCW-lvc,"[(0.143, ['""[today, ad, welcomed, tennessee, model, tour, rustic, personal, three, years, native, considering, buying, first, apartment, fateful, visit, nashville, changed, settled, stunning, log, cabin, built, freeland, architecture, firm, responsible, renovating, iconic, local, buildings, like, ryman, auditorium, home, sits, back, street, corner, lot, thick, bamboo, groves, shaded, pool, verdant, oasis, one, quickest, growing, see, home, styled, photographed, alyssa, shop, home, ralph, lauren, pottery, barn, mattox, leather, armchair, hermes, avalon, throw, american, harry, illustrated, red, barrel, studio, queen, platform, bed, jayden, vegan, lambskin, sherpa, upholstery, barrel, chair, pavia, dale, blush, chair, ruiling, rose, gold, steel, hanging, flat, hooks, deluxe, attache, backgammon, set, ceramic, elephant, figurine, piece, pampas, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, rustic, nashville, open, door, architectural, digest]""', '""house""', '""love""', '""beautiful""', '""home""', '""like""', '""taste""', '""style""', '""lovely""', '""cozy""']), (0.136, ['""[today, ad, welcomed, tennessee, model, tour, rustic, personal, three, years, native, considering, buying, first, apartment, fateful, visit, nashville, changed, settled, stunning, log, cabin, built, freeland, architecture, firm, responsible, renovating, iconic, local, buildings, like, ryman, auditorium, home, sits, back, street, corner, lot, thick, bamboo, groves, shaded, pool, verdant, oasis, one, quickest, growing, see, home, styled, photographed, alyssa, shop, home, ralph, lauren, pottery, barn, mattox, leather, armchair, hermes, avalon, throw, american, harry, illustrated, red, barrel, studio, queen, platform, bed, jayden, vegan, lambskin, sherpa, upholstery, barrel, chair, pavia, dale, blush, chair, ruiling, rose, gold, steel, hanging, flat, hooks, deluxe, attache, backgammon, set, ceramic, elephant, figurine, piece, pampas, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, rustic, nashville, open, door, architectural, digest]""', '""home""', '""love""', '""lovely""', '""beautiful""', '""wow""', '""cute""', '""house""', '""job""', '""dress""']), (0.124, ['""[today, ad, welcomed, tennessee, model, tour, rustic, personal, three, years, native, considering, buying, first, apartment, fateful, visit, nashville, changed, settled, stunning, log, cabin, built, freeland, architecture, firm, responsible, renovating, iconic, local, buildings, like, ryman, auditorium, home, sits, back, street, corner, lot, thick, bamboo, groves, shaded, pool, verdant, oasis, one, quickest, growing, see, home, styled, photographed, alyssa, shop, home, ralph, lauren, pottery, barn, mattox, leather, armchair, hermes, avalon, throw, american, harry, illustrated, red, barrel, studio, queen, platform, bed, jayden, vegan, lambskin, sherpa, upholstery, barrel, chair, pavia, dale, blush, chair, ruiling, rose, gold, steel, hanging, flat, hooks, deluxe, attache, backgammon, set, ceramic, elephant, figurine, piece, pampas, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, rustic, nashville, open, door, architectural, digest]""', '""kitchen""', '""house""', '""see""', '""amazing""', '""cozy""', '""love""', '""home""', '""beautiful""', '""loved""']), (0.113, ['""[today, ad, welcomed, tennessee, model, tour, rustic, personal, three, years, native, considering, buying, first, apartment, fateful, visit, nashville, changed, settled, stunning, log, cabin, built, freeland, architecture, firm, responsible, renovating, iconic, local, buildings, like, ryman, auditorium, home, sits, back, street, corner, lot, thick, bamboo, groves, shaded, pool, verdant, oasis, one, quickest, growing, see, home, styled, photographed, alyssa, shop, home, ralph, lauren, pottery, barn, mattox, leather, armchair, hermes, avalon, throw, american, harry, illustrated, red, barrel, studio, queen, platform, bed, jayden, vegan, lambskin, sherpa, upholstery, barrel, chair, pavia, dale, blush, chair, ruiling, rose, gold, steel, hanging, flat, hooks, deluxe, attache, backgammon, set, ceramic, elephant, figurine, piece, pampas, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, rustic, nashville, open, door, architectural, digest]""', '""house""', '""love""', '""would""', '""beautiful""', '""home""', '""much""', '""like""', '""pretty""', '""sweet""']), (0.104, ['""[today, ad, welcomed, tennessee, model, tour, rustic, personal, three, years, native, considering, buying, first, apartment, fateful, visit, nashville, changed, settled, stunning, log, cabin, built, freeland, architecture, firm, responsible, renovating, iconic, local, buildings, like, ryman, auditorium, home, sits, back, street, corner, lot, thick, bamboo, groves, shaded, pool, verdant, oasis, one, quickest, growing, see, home, styled, photographed, alyssa, shop, home, ralph, lauren, pottery, barn, mattox, leather, armchair, hermes, avalon, throw, american, harry, illustrated, red, barrel, studio, queen, platform, bed, jayden, vegan, lambskin, sherpa, upholstery, barrel, chair, pavia, dale, blush, chair, ruiling, rose, gold, steel, hanging, flat, hooks, deluxe, attache, backgammon, set, ceramic, elephant, figurine, piece, pampas, buy, something, retail, earn, affiliate, want, even, subscribe, magazine, get, free, tote, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, rustic, nashville, open, door, architectural, digest]""', '""like""', '""nice""', '""looks""', '""vibes""', '""see""', '""something""', '""house""', '""body""', '""tate""'])]"
0_BEwbnmRZ4,"[(0.134, ['""[songwriter, producer, takes, us, tour, los, angeles, house, features, grand, player, impressive, art, collection, hidden, bar, behind, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, la, house, open, door, architectural, digest]""', '""love""', '""house""', '""like""', '""sounds""', '""taste""', '""way""', '""man""', '""wow""', '""guy""']), (0.132, ['""[songwriter, producer, takes, us, tour, los, angeles, house, features, grand, player, impressive, art, collection, hidden, bar, behind, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, la, house, open, door, architectural, digest]""', '""love""', '""humor""', '""house""', '""room""', '""like""', '""panic""', '""spanish""', '""know""', '""also""']), (0.132, ['""[songwriter, producer, takes, us, tour, los, angeles, house, features, grand, player, impressive, art, collection, hidden, bar, behind, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, la, house, open, door, architectural, digest]""', '""like""', '""house""', '""guy""', '""want""', '""would""', '""sounds""', '""hilarious""', '""love""', '""one""']), (0.13, ['""[songwriter, producer, takes, us, tour, los, angeles, house, features, grand, player, impressive, art, collection, hidden, bar, behind, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, la, house, open, door, architectural, digest]""', '""house""', '""home""', '""like""', '""love""', '""cool""', '""style""', '""jazzy""', '""would""', '""spanish""']), (0.112, ['""[songwriter, producer, takes, us, tour, los, angeles, house, features, grand, player, impressive, art, collection, hidden, bar, behind, still, subscribed, architectural, digest, architectural, digest, leading, international, design, architectural, digest, features, articles, videos, best, inside, la, house, open, door, architectural, digest]""', '""nice""', '""home""', '""lol""', '""leave""', '""hilarious""', '""also""', '""could""', '""monotone""', '""people""'])]"
