Video ID,Emotion_Percentages
qNthtD7KmiA,"{'positive': 30.602716468590828, 'joy': 21.64685908319185, 'anticipation': 8.828522920203735, 'trust': 8.70118845500849, 'negative': 8.3616298811545, 'surprise': 5.263157894736842, 'sadness': 4.966044142614601, 'disgust': 4.202037351443124, 'anger': 3.777589134125637, 'fear': 3.65025466893039}"
qmHAvgEBnsk,"{'positive': 28.430566967953986, 'joy': 16.36811832374692, 'trust': 13.081347576006575, 'anticipation': 10.106820049301561, 'negative': 8.036154478225143, 'disgust': 6.376335250616269, 'surprise': 4.9465899753492195, 'sadness': 4.56861133935908, 'fear': 4.4864420706655705, 'anger': 3.599013968775678}"
rHyIOIstYRA,"{'positive': 27.135867519759127, 'joy': 18.03860422603366, 'negative': 10.118823592666272, 'trust': 9.73170600569923, 'anticipation': 8.763912038281628, 'fear': 5.661594709392978, 'sadness': 5.387386418624658, 'disgust': 5.156191193074896, 'surprise': 5.145437926770256, 'anger': 4.860476369697295}"
sQTGkLW6fwg,"{'positive': 24.09456740442656, 'joy': 16.398390342052313, 'trust': 15.241448692152918, 'negative': 9.909456740442655, 'anticipation': 9.456740442655935, 'fear': 5.583501006036217, 'sadness': 5.23138832997988, 'surprise': 5.181086519114688, 'anger': 4.82897384305835, 'disgust': 4.0744466800804835}"
uXYyyhUcFg4,"{'positive': 29.113342521493735, 'joy': 19.387018441950516, 'trust': 12.056179037868347, 'anticipation': 9.621316532125746, 'negative': 7.658987989761765, 'sadness': 5.571962984839535, 'surprise': 5.250377370873531, 'disgust': 4.42344293496095, 'fear': 3.5899455273347773, 'anger': 3.3274266587911008}"
uZDNGVmHxn4,"{'positive': 26.565167899829255, 'joy': 17.743312464428, 'trust': 11.667615253272624, 'anticipation': 10.870802504268639, 'negative': 8.821855435401252, 'surprise': 5.549231644849175, 'sadness': 5.20774046670461, 'anger': 4.852020489470689, 'fear': 4.368241320432555, 'disgust': 4.354012521343199}"
ua0-5FZ2Eww,"{'positive': 24.97076878105817, 'joy': 15.580239695995324, 'trust': 13.68751826951184, 'anticipation': 11.63402513884829, 'negative': 9.105524700380005, 'fear': 5.217772581116632, 'anger': 5.064308681672026, 'sadness': 4.998538439052909, 'surprise': 4.969307220111078, 'disgust': 4.771996492253727}"
v293iGJ2PVY,"{'positive': 29.466313398940198, 'joy': 22.08554125662377, 'trust': 10.579106737320213, 'anticipation': 9.25435276305829, 'negative': 7.475397426192279, 'surprise': 4.996214988644966, 'anger': 4.466313398940197, 'disgust': 4.0688872066616195, 'fear': 4.0121120363361085, 'sadness': 3.5957607872823623}"
vDD1lhHkGxk,"{'positive': 27.075399847677073, 'joy': 16.67936024371668, 'anticipation': 11.081492764661082, 'trust': 9.862909367859862, 'negative': 9.444021325209444, 'surprise': 6.435643564356436, 'sadness': 5.597867479055598, 'fear': 4.9504950495049505, 'anger': 4.531607006854531, 'disgust': 4.341203351104341}"
vGqYP1sKJ2Y,"{'positive': 25.943732193732195, 'joy': 17.343304843304843, 'negative': 11.271367521367521, 'anticipation': 8.92094017094017, 'trust': 8.831908831908832, 'surprise': 8.066239316239317, 'sadness': 5.110398860398861, 'fear': 5.039173789173789, 'disgust': 4.914529914529915, 'anger': 4.5584045584045585}"
vvrjhuJrFVc,"{'positive': 33.01727601446364, 'joy': 26.39614302932905, 'trust': 10.453997589393332, 'anticipation': 8.991562876657293, 'surprise': 5.914021695460024, 'negative': 4.636400160707111, 'sadness': 3.72840498192045, 'disgust': 2.386500602651667, 'fear': 2.330253113700281, 'anger': 2.1454399357171554}"
vx09_4cEzlM,"{'positive': 25.162070102186572, 'joy': 16.976156466322383, 'trust': 10.661832033109915, 'negative': 10.255283302201224, 'anticipation': 9.936636999597113, 'anger': 5.849174083434055, 'surprise': 5.709995238618467, 'sadness': 5.589129399699667, 'fear': 5.182580668790975, 'disgust': 4.677141706039629}"
w4HmK4JCN2U,"{'positive': 28.954698724527194, 'joy': 21.11127400674388, 'trust': 11.464594634217857, 'anticipation': 10.7462248937106, 'surprise': 6.6705761618531, 'negative': 6.626594341005718, 'sadness': 4.823339686263011, 'fear': 3.489224453892391, 'disgust': 3.401260812197625, 'anger': 2.7122122855886235}"
xT8n0uBIURk,"{'positive': 27.595385980479147, 'joy': 18.899733806566104, 'trust': 12.244897959183673, 'anticipation': 11.742088139603668, 'negative': 7.92664892043774, 'fear': 5.235137533274179, 'anger': 4.939367051168293, 'surprise': 4.909790002957705, 'disgust': 3.2830523513753325, 'sadness': 3.2238982549541557}"
xqv0yo_Elj4,"{'positive': 34.53488372093023, 'joy': 22.093023255813954, 'trust': 11.395348837209303, 'anticipation': 8.837209302325581, 'negative': 7.093023255813953, 'surprise': 5.0, 'fear': 2.9069767441860463, 'anger': 2.9069767441860463, 'sadness': 2.7906976744186047, 'disgust': 2.441860465116279}"
yKn3Ur6_w3c,"{'positive': 28.835631429196763, 'joy': 20.650032829940905, 'trust': 10.604070912672357, 'anticipation': 9.279929962792734, 'negative': 8.349748303786386, 'surprise': 5.3075071131538625, 'sadness': 4.771284745020792, 'anger': 4.114685926898664, 'disgust': 4.114685926898664, 'fear': 3.9724228496388707}"
yjhibJ-OqxE,"{'positive': 27.79269729093051, 'joy': 19.420494699646643, 'trust': 11.554770318021202, 'anticipation': 11.076560659599528, 'negative': 8.02826855123675, 'surprise': 5.648998822143699, 'sadness': 5.001177856301531, 'fear': 3.9199057714958774, 'anger': 3.865724381625442, 'disgust': 3.6914016489988226}"
zEXXe9Ef_R8,"{'positive': 26.195716356218803, 'joy': 18.32626550002684, 'trust': 10.59638198507703, 'anticipation': 9.984432873476837, 'negative': 9.56573084975039, 'sadness': 5.545117827043857, 'surprise': 5.330398840517473, 'disgust': 5.142519727306887, 'fear': 5.078104031348972, 'anger': 4.235332009232916}"
zPUSDU0hrwE,"{'positive': 33.02454840203798, 'joy': 24.91894395553497, 'trust': 11.162575266327003, 'anticipation': 7.596109309865678, 'surprise': 5.974988420565077, 'negative': 5.326540064844836, 'sadness': 4.168596572487263, 'fear': 2.9643353404353867, 'anger': 2.5937934228809634, 'disgust': 2.269569245020843}"
za-ogD7nLi8,"{'positive': 27.63803360818286, 'joy': 18.88111888111888, 'trust': 11.82548794489093, 'negative': 9.894583028911388, 'anticipation': 9.81108443795011, 'surprise': 5.698778833107191, 'sadness': 5.469157707963678, 'fear': 3.7365619455171695, 'disgust': 3.642626030685732, 'anger': 3.4025675816720593}"
zgacuXdzCmw,"{'positive': 25.686716609692827, 'joy': 17.101849831502896, 'trust': 15.664169515358692, 'anticipation': 14.08829733071496, 'negative': 7.316895774238126, 'fear': 5.263413096710064, 'sadness': 4.565180497975611, 'surprise': 4.002715348995078, 'anger': 3.629354862171794, 'disgust': 2.68140713263995}"
