Video ID,Topic
eOfOrQJWeP0,"(4, '0.144*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'comedy\', \'tour\', \'stylish\', \'year\', \'moved\', \'production\', \'company\', \'new\', \'hollywood\', \'office\', \'space\', \'previously\', \'occupied\', \'oprah\', \'winfrey\', \'help\', \'kai\', \'studio\', \'give\', \'office\', \'edgier\', \'moving\', \'away\', \'coastal\', \'palette\', \'left\', \'behind\', \'open\', \'space\', \'encourages\', \'thinking\', \'glass\', \'walls\', \'luxe\', \'seating\', \'despite\', \'made\', \'sure\', \'spirit\', \'oprah\', \'energy\', \'speaks\', \'get\', \'mold\', \'hand\', \'slap\', \'oprah\', \'five\', \'every\', \'time\', \'leave\', \'question\', \'going\', \'get\', \'see\', \'offices\', \'artwork\', \'program\', \'provided\', \'art\', \'partners\', \'meg\', \'sutton\', \'director\', \'aj\', \'young\', \'alex\', \'mechanik\', \'chase\', \'lewis\', \'field\', \'jackie\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'balash\', \'talent\', \'tracy\', \'shaffer\', \'camera\', \'andersen\', \'audio\', \'cornett\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'supervising\', \'christina\', \'mankellow\', \'additional\', \'jason\', \'malizia\', \'lauren\', \'worona\', \'eid\', \'special\', \'kai\', \'team\', \'studio\', \'design\', \'edith\', \'garcia\', \'brian\', \'ludlow\', \'art\', \'partners\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.018*""like"" + 0.015*""office"" + 0.012*""everything"" + 0.012*""nice"" + 0.009*""furniture"" + 0.009*""look"" + 0.009*""guy"" + 0.009*""best"" + 0.009*""big""')"
eOfOrQJWeP0,"(5, '0.112*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'comedy\', \'tour\', \'stylish\', \'year\', \'moved\', \'production\', \'company\', \'new\', \'hollywood\', \'office\', \'space\', \'previously\', \'occupied\', \'oprah\', \'winfrey\', \'help\', \'kai\', \'studio\', \'give\', \'office\', \'edgier\', \'moving\', \'away\', \'coastal\', \'palette\', \'left\', \'behind\', \'open\', \'space\', \'encourages\', \'thinking\', \'glass\', \'walls\', \'luxe\', \'seating\', \'despite\', \'made\', \'sure\', \'spirit\', \'oprah\', \'energy\', \'speaks\', \'get\', \'mold\', \'hand\', \'slap\', \'oprah\', \'five\', \'every\', \'time\', \'leave\', \'question\', \'going\', \'get\', \'see\', \'offices\', \'artwork\', \'program\', \'provided\', \'art\', \'partners\', \'meg\', \'sutton\', \'director\', \'aj\', \'young\', \'alex\', \'mechanik\', \'chase\', \'lewis\', \'field\', \'jackie\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'balash\', \'talent\', \'tracy\', \'shaffer\', \'camera\', \'andersen\', \'audio\', \'cornett\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'supervising\', \'christina\', \'mankellow\', \'additional\', \'jason\', \'malizia\', \'lauren\', \'worona\', \'eid\', \'special\', \'kai\', \'team\', \'studio\', \'design\', \'edith\', \'garcia\', \'brian\', \'ludlow\', \'art\', \'partners\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.022*""much"" + 0.017*""inspiring"" + 0.017*""get"" + 0.011*""chair"" + 0.011*""vibes"" + 0.011*""giving"" + 0.011*""entertaining"" + 0.011*""success"" + 0.011*""kev""')"
eOfOrQJWeP0,"(6, '0.119*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'comedy\', \'tour\', \'stylish\', \'year\', \'moved\', \'production\', \'company\', \'new\', \'hollywood\', \'office\', \'space\', \'previously\', \'occupied\', \'oprah\', \'winfrey\', \'help\', \'kai\', \'studio\', \'give\', \'office\', \'edgier\', \'moving\', \'away\', \'coastal\', \'palette\', \'left\', \'behind\', \'open\', \'space\', \'encourages\', \'thinking\', \'glass\', \'walls\', \'luxe\', \'seating\', \'despite\', \'made\', \'sure\', \'spirit\', \'oprah\', \'energy\', \'speaks\', \'get\', \'mold\', \'hand\', \'slap\', \'oprah\', \'five\', \'every\', \'time\', \'leave\', \'question\', \'going\', \'get\', \'see\', \'offices\', \'artwork\', \'program\', \'provided\', \'art\', \'partners\', \'meg\', \'sutton\', \'director\', \'aj\', \'young\', \'alex\', \'mechanik\', \'chase\', \'lewis\', \'field\', \'jackie\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'balash\', \'talent\', \'tracy\', \'shaffer\', \'camera\', \'andersen\', \'audio\', \'cornett\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'supervising\', \'christina\', \'mankellow\', \'additional\', \'jason\', \'malizia\', \'lauren\', \'worona\', \'eid\', \'special\', \'kai\', \'team\', \'studio\', \'design\', \'edith\', \'garcia\', \'brian\', \'ludlow\', \'art\', \'partners\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.036*""like"" + 0.021*""oprah"" + 0.019*""know"" + 0.016*""office"" + 0.015*""looks"" + 0.011*""cursed"" + 0.011*""couch"" + 0.008*""love"" + 0.008*""space""')"
eOfOrQJWeP0,"(7, '0.179*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'comedy\', \'tour\', \'stylish\', \'year\', \'moved\', \'production\', \'company\', \'new\', \'hollywood\', \'office\', \'space\', \'previously\', \'occupied\', \'oprah\', \'winfrey\', \'help\', \'kai\', \'studio\', \'give\', \'office\', \'edgier\', \'moving\', \'away\', \'coastal\', \'palette\', \'left\', \'behind\', \'open\', \'space\', \'encourages\', \'thinking\', \'glass\', \'walls\', \'luxe\', \'seating\', \'despite\', \'made\', \'sure\', \'spirit\', \'oprah\', \'energy\', \'speaks\', \'get\', \'mold\', \'hand\', \'slap\', \'oprah\', \'five\', \'every\', \'time\', \'leave\', \'question\', \'going\', \'get\', \'see\', \'offices\', \'artwork\', \'program\', \'provided\', \'art\', \'partners\', \'meg\', \'sutton\', \'director\', \'aj\', \'young\', \'alex\', \'mechanik\', \'chase\', \'lewis\', \'field\', \'jackie\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'balash\', \'talent\', \'tracy\', \'shaffer\', \'camera\', \'andersen\', \'audio\', \'cornett\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'supervising\', \'christina\', \'mankellow\', \'additional\', \'jason\', \'malizia\', \'lauren\', \'worona\', \'eid\', \'special\', \'kai\', \'team\', \'studio\', \'design\', \'edith\', \'garcia\', \'brian\', \'ludlow\', \'art\', \'partners\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.040*""love"" + 0.030*""space"" + 0.024*""like"" + 0.022*""beautiful"" + 0.017*""looks"" + 0.015*""one"" + 0.014*""office"" + 0.014*""wow"" + 0.011*""lol""')"
eOfOrQJWeP0,"(8, '0.049*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'comedy\', \'tour\', \'stylish\', \'year\', \'moved\', \'production\', \'company\', \'new\', \'hollywood\', \'office\', \'space\', \'previously\', \'occupied\', \'oprah\', \'winfrey\', \'help\', \'kai\', \'studio\', \'give\', \'office\', \'edgier\', \'moving\', \'away\', \'coastal\', \'palette\', \'left\', \'behind\', \'open\', \'space\', \'encourages\', \'thinking\', \'glass\', \'walls\', \'luxe\', \'seating\', \'despite\', \'made\', \'sure\', \'spirit\', \'oprah\', \'energy\', \'speaks\', \'get\', \'mold\', \'hand\', \'slap\', \'oprah\', \'five\', \'every\', \'time\', \'leave\', \'question\', \'going\', \'get\', \'see\', \'offices\', \'artwork\', \'program\', \'provided\', \'art\', \'partners\', \'meg\', \'sutton\', \'director\', \'aj\', \'young\', \'alex\', \'mechanik\', \'chase\', \'lewis\', \'field\', \'jackie\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'balash\', \'talent\', \'tracy\', \'shaffer\', \'camera\', \'andersen\', \'audio\', \'cornett\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'supervising\', \'christina\', \'mankellow\', \'additional\', \'jason\', \'malizia\', \'lauren\', \'worona\', \'eid\', \'special\', \'kai\', \'team\', \'studio\', \'design\', \'edith\', \'garcia\', \'brian\', \'ludlow\', \'art\', \'partners\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.018*""room"" + 0.015*""big"" + 0.012*""stupid"" + 0.012*""screen"" + 0.012*""katt"" + 0.012*""spend"" + 0.012*""lot"" + 0.009*""cold"" + 0.006*""wish""')"
eOfOrQJWeP0,"(9, '0.106*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'comedy\', \'tour\', \'stylish\', \'year\', \'moved\', \'production\', \'company\', \'new\', \'hollywood\', \'office\', \'space\', \'previously\', \'occupied\', \'oprah\', \'winfrey\', \'help\', \'kai\', \'studio\', \'give\', \'office\', \'edgier\', \'moving\', \'away\', \'coastal\', \'palette\', \'left\', \'behind\', \'open\', \'space\', \'encourages\', \'thinking\', \'glass\', \'walls\', \'luxe\', \'seating\', \'despite\', \'made\', \'sure\', \'spirit\', \'oprah\', \'energy\', \'speaks\', \'get\', \'mold\', \'hand\', \'slap\', \'oprah\', \'five\', \'every\', \'time\', \'leave\', \'question\', \'going\', \'get\', \'see\', \'offices\', \'artwork\', \'program\', \'provided\', \'art\', \'partners\', \'meg\', \'sutton\', \'director\', \'aj\', \'young\', \'alex\', \'mechanik\', \'chase\', \'lewis\', \'field\', \'jackie\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'balash\', \'talent\', \'tracy\', \'shaffer\', \'camera\', \'andersen\', \'audio\', \'cornett\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'supervising\', \'christina\', \'mankellow\', \'additional\', \'jason\', \'malizia\', \'lauren\', \'worona\', \'eid\', \'special\', \'kai\', \'team\', \'studio\', \'design\', \'edith\', \'garcia\', \'brian\', \'ludlow\', \'art\', \'partners\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.026*""office"" + 0.017*""like"" + 0.015*""made"" + 0.014*""love"" + 0.009*""lol"" + 0.009*""looks"" + 0.008*""even"" + 0.008*""get"" + 0.008*""thought""')"
ou3h0twV9TY,"(0, '0.108*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'musician\', \'tour\', \'tree\', \'tucked\', \'away\', \'trees\', \'los\', \'nearly\', \'property\', \'built\', \'golden\', \'age\', \'imagine\', \'home\', \'better\', \'suited\', \'terracotta\', \'tiles\', \'pair\', \'perfectly\', \'original\', \'aging\', \'wood\', \'features\', \'giving\', \'feel\', \'hope\', \'left\', \'behind\', \'previous\', \'owners\', \'red\', \'hot\', \'chili\', \'peppers\', \'guitarist\', \'fill\', \'space\', \'alongside\', \'collected\', \'giving\', \'home\', \'personal\', \'never\', \'thought\', \'able\', \'says\', \'saw\', \'felt\', \'absolutely\', \'always\', \'jokes\', \'know\', \'else\', \'could\', \'feels\', \'like\', \'made\', \'check\', \'fifth\', \'annual\', \'rodeo\', \'fall\', \'pappy\', \'harriets\', \'years\', \'feature\', \'drag\', \'take\', \'place\', \'friday\', \'november\', \'sunday\', \'november\', \'information\', \'overall\', \'event\', \'details\', \'rodeo\', \'found\', \'see\', \'home\', \'shop\', \'home\', \'wayfair\', \'upholstered\', \'pottery\', \'barn\', \'sedona\', \'handcrafted\', \'stone\', \'etsy\', \'rustic\', \'running\', \'horse\', \'marshall\', \'ii\', \'wireless\', \'bluetooth\', \'bode\', \'horse\', \'printed\', \'sill\', \'philodendron\', \'green\', \'elm\', \'succulent\', \'hanging\', \'etsy\', \'bucking\', \'bronco\', \'graphic\', \'etsy\', \'dolly\', \'parton\', \'votive\', \'etsy\', \'natural\', \'dyed\', \'african\', \'ariat\', \'boot\', \'snake\', \'bronze\', \'table\', \'etsy\', \'french\', \'hanging\', \'light\', \'glass\', \'vintage\', \'mid\', \'century\', \'fluted\', \'porcelain\', \'shade\', \'pendant\', \'rugs\', \'artistic\', \'weavers\', \'tribal\', \'moroccan\', \'revival\', \'rugs\', \'chang\', \'moroccan\', \'elm\', \'art\', \'display\', \'elm\', \'lana\', \'upholstered\', \'christopher\', \'knight\', \'home\', \'club\', \'buy\', \'something\', \'retail\', \'earn\', \'affiliate\', \'artwork\', \'merlin\', \'platt\', \'flaming\', \'dylan\', \'roworth\', \'tom\', \'finland\', \'lukic\', \'special\', \'anika\', \'capozza\', \'brad\', \'tom\', \'finland\', \'skylar\', \'economy\', \'director\', \'grant\', \'bell\', \'ron\', \'douglas\', \'senior\', \'vara\', \'reese\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'production\', \'kariesha\', \'kidd\', \'camera\', \'lena\', \'audio\', \'kara\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'talent\', \'dana\', \'matthews\', \'supervising\', \'christina\', \'mankellow\', \'billy\', \'ward\', \'eid\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.029*""like"" + 0.027*""house"" + 0.017*""love"" + 0.015*""royal"" + 0.015*""court"" + 0.011*""one"" + 0.011*""beautiful"" + 0.011*""homes"" + 0.010*""mug""')"
ou3h0twV9TY,"(1, '0.112*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'musician\', \'tour\', \'tree\', \'tucked\', \'away\', \'trees\', \'los\', \'nearly\', \'property\', \'built\', \'golden\', \'age\', \'imagine\', \'home\', \'better\', \'suited\', \'terracotta\', \'tiles\', \'pair\', \'perfectly\', \'original\', \'aging\', \'wood\', \'features\', \'giving\', \'feel\', \'hope\', \'left\', \'behind\', \'previous\', \'owners\', \'red\', \'hot\', \'chili\', \'peppers\', \'guitarist\', \'fill\', \'space\', \'alongside\', \'collected\', \'giving\', \'home\', \'personal\', \'never\', \'thought\', \'able\', \'says\', \'saw\', \'felt\', \'absolutely\', \'always\', \'jokes\', \'know\', \'else\', \'could\', \'feels\', \'like\', \'made\', \'check\', \'fifth\', \'annual\', \'rodeo\', \'fall\', \'pappy\', \'harriets\', \'years\', \'feature\', \'drag\', \'take\', \'place\', \'friday\', \'november\', \'sunday\', \'november\', \'information\', \'overall\', \'event\', \'details\', \'rodeo\', \'found\', \'see\', \'home\', \'shop\', \'home\', \'wayfair\', \'upholstered\', \'pottery\', \'barn\', \'sedona\', \'handcrafted\', \'stone\', \'etsy\', \'rustic\', \'running\', \'horse\', \'marshall\', \'ii\', \'wireless\', \'bluetooth\', \'bode\', \'horse\', \'printed\', \'sill\', \'philodendron\', \'green\', \'elm\', \'succulent\', \'hanging\', \'etsy\', \'bucking\', \'bronco\', \'graphic\', \'etsy\', \'dolly\', \'parton\', \'votive\', \'etsy\', \'natural\', \'dyed\', \'african\', \'ariat\', \'boot\', \'snake\', \'bronze\', \'table\', \'etsy\', \'french\', \'hanging\', \'light\', \'glass\', \'vintage\', \'mid\', \'century\', \'fluted\', \'porcelain\', \'shade\', \'pendant\', \'rugs\', \'artistic\', \'weavers\', \'tribal\', \'moroccan\', \'revival\', \'rugs\', \'chang\', \'moroccan\', \'elm\', \'art\', \'display\', \'elm\', \'lana\', \'upholstered\', \'christopher\', \'knight\', \'home\', \'club\', \'buy\', \'something\', \'retail\', \'earn\', \'affiliate\', \'artwork\', \'merlin\', \'platt\', \'flaming\', \'dylan\', \'roworth\', \'tom\', \'finland\', \'lukic\', \'special\', \'anika\', \'capozza\', \'brad\', \'tom\', \'finland\', \'skylar\', \'economy\', \'director\', \'grant\', \'bell\', \'ron\', \'douglas\', \'senior\', \'vara\', \'reese\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'production\', \'kariesha\', \'kidd\', \'camera\', \'lena\', \'audio\', \'kara\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'talent\', \'dana\', \'matthews\', \'supervising\', \'christina\', \'mankellow\', \'billy\', \'ward\', \'eid\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.075*""love"" + 0.032*""broski"" + 0.031*""place"" + 0.030*""much"" + 0.021*""music"" + 0.019*""house"" + 0.018*""nation"" + 0.018*""cozy"" + 0.012*""amazing""')"
ou3h0twV9TY,"(2, '0.077*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'musician\', \'tour\', \'tree\', \'tucked\', \'away\', \'trees\', \'los\', \'nearly\', \'property\', \'built\', \'golden\', \'age\', \'imagine\', \'home\', \'better\', \'suited\', \'terracotta\', \'tiles\', \'pair\', \'perfectly\', \'original\', \'aging\', \'wood\', \'features\', \'giving\', \'feel\', \'hope\', \'left\', \'behind\', \'previous\', \'owners\', \'red\', \'hot\', \'chili\', \'peppers\', \'guitarist\', \'fill\', \'space\', \'alongside\', \'collected\', \'giving\', \'home\', \'personal\', \'never\', \'thought\', \'able\', \'says\', \'saw\', \'felt\', \'absolutely\', \'always\', \'jokes\', \'know\', \'else\', \'could\', \'feels\', \'like\', \'made\', \'check\', \'fifth\', \'annual\', \'rodeo\', \'fall\', \'pappy\', \'harriets\', \'years\', \'feature\', \'drag\', \'take\', \'place\', \'friday\', \'november\', \'sunday\', \'november\', \'information\', \'overall\', \'event\', \'details\', \'rodeo\', \'found\', \'see\', \'home\', \'shop\', \'home\', \'wayfair\', \'upholstered\', \'pottery\', \'barn\', \'sedona\', \'handcrafted\', \'stone\', \'etsy\', \'rustic\', \'running\', \'horse\', \'marshall\', \'ii\', \'wireless\', \'bluetooth\', \'bode\', \'horse\', \'printed\', \'sill\', \'philodendron\', \'green\', \'elm\', \'succulent\', \'hanging\', \'etsy\', \'bucking\', \'bronco\', \'graphic\', \'etsy\', \'dolly\', \'parton\', \'votive\', \'etsy\', \'natural\', \'dyed\', \'african\', \'ariat\', \'boot\', \'snake\', \'bronze\', \'table\', \'etsy\', \'french\', \'hanging\', \'light\', \'glass\', \'vintage\', \'mid\', \'century\', \'fluted\', \'porcelain\', \'shade\', \'pendant\', \'rugs\', \'artistic\', \'weavers\', \'tribal\', \'moroccan\', \'revival\', \'rugs\', \'chang\', \'moroccan\', \'elm\', \'art\', \'display\', \'elm\', \'lana\', \'upholstered\', \'christopher\', \'knight\', \'home\', \'club\', \'buy\', \'something\', \'retail\', \'earn\', \'affiliate\', \'artwork\', \'merlin\', \'platt\', \'flaming\', \'dylan\', \'roworth\', \'tom\', \'finland\', \'lukic\', \'special\', \'anika\', \'capozza\', \'brad\', \'tom\', \'finland\', \'skylar\', \'economy\', \'director\', \'grant\', \'bell\', \'ron\', \'douglas\', \'senior\', \'vara\', \'reese\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'production\', \'kariesha\', \'kidd\', \'camera\', \'lena\', \'audio\', \'kara\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'talent\', \'dana\', \'matthews\', \'supervising\', \'christina\', \'mankellow\', \'billy\', \'ward\', \'eid\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.028*""want"" + 0.015*""phone"" + 0.010*""nice"" + 0.010*""could"" + 0.010*""hearing"" + 0.010*""loves"" + 0.010*""biggest"" + 0.010*""would"" + 0.008*""need""')"
ou3h0twV9TY,"(3, '0.107*""[\'today\', \'architectural\', \'digest\', \'welcomed\', \'musician\', \'tour\', \'tree\', \'tucked\', \'away\', \'trees\', \'los\', \'nearly\', \'property\', \'built\', \'golden\', \'age\', \'imagine\', \'home\', \'better\', \'suited\', \'terracotta\', \'tiles\', \'pair\', \'perfectly\', \'original\', \'aging\', \'wood\', \'features\', \'giving\', \'feel\', \'hope\', \'left\', \'behind\', \'previous\', \'owners\', \'red\', \'hot\', \'chili\', \'peppers\', \'guitarist\', \'fill\', \'space\', \'alongside\', \'collected\', \'giving\', \'home\', \'personal\', \'never\', \'thought\', \'able\', \'says\', \'saw\', \'felt\', \'absolutely\', \'always\', \'jokes\', \'know\', \'else\', \'could\', \'feels\', \'like\', \'made\', \'check\', \'fifth\', \'annual\', \'rodeo\', \'fall\', \'pappy\', \'harriets\', \'years\', \'feature\', \'drag\', \'take\', \'place\', \'friday\', \'november\', \'sunday\', \'november\', \'information\', \'overall\', \'event\', \'details\', \'rodeo\', \'found\', \'see\', \'home\', \'shop\', \'home\', \'wayfair\', \'upholstered\', \'pottery\', \'barn\', \'sedona\', \'handcrafted\', \'stone\', \'etsy\', \'rustic\', \'running\', \'horse\', \'marshall\', \'ii\', \'wireless\', \'bluetooth\', \'bode\', \'horse\', \'printed\', \'sill\', \'philodendron\', \'green\', \'elm\', \'succulent\', \'hanging\', \'etsy\', \'bucking\', \'bronco\', \'graphic\', \'etsy\', \'dolly\', \'parton\', \'votive\', \'etsy\', \'natural\', \'dyed\', \'african\', \'ariat\', \'boot\', \'snake\', \'bronze\', \'table\', \'etsy\', \'french\', \'hanging\', \'light\', \'glass\', \'vintage\', \'mid\', \'century\', \'fluted\', \'porcelain\', \'shade\', \'pendant\', \'rugs\', \'artistic\', \'weavers\', \'tribal\', \'moroccan\', \'revival\', \'rugs\', \'chang\', \'moroccan\', \'elm\', \'art\', \'display\', \'elm\', \'lana\', \'upholstered\', \'christopher\', \'knight\', \'home\', \'club\', \'buy\', \'something\', \'retail\', \'earn\', \'affiliate\', \'artwork\', \'merlin\', \'platt\', \'flaming\', \'dylan\', \'roworth\', \'tom\', \'finland\', \'lukic\', \'special\', \'anika\', \'capozza\', \'brad\', \'tom\', \'finland\', \'skylar\', \'economy\', \'director\', \'grant\', \'bell\', \'ron\', \'douglas\', \'senior\', \'vara\', \'reese\', \'line\', \'buscemi\', \'associate\', \'production\', \'peter\', \'brunette\', \'production\', \'kariesha\', \'kidd\', \'camera\', \'lena\', \'audio\', \'kara\', \'production\', \'fernando\', \'barajas\', \'post\', \'production\', \'montague\', \'post\', \'production\', \'holly\', \'frew\', \'talent\', \'dana\', \'matthews\', \'supervising\', \'christina\', \'mankellow\', \'billy\', \'ward\', \'eid\', \'want\', \'even\', \'subscribe\', \'magazine\', \'get\', \'free\', \'tote\', \'still\', \'subscribed\', \'architectural\', \'digest\', \'architectural\', \'digest\', \'leading\', \'international\', \'design\', \'architectural\', \'digest\', \'features\', \'articles\', \'videos\', \'best\']"" + 0.067*""house"" + 0.022*""cool"" + 0.019*""love"" + 0.015*""mojo"" + 0.015*""casa"" + 0.015*""dojo"" + 0.015*""see"" + 0.010*""nice"" + 0.010*""vibe""')"
